SMILES;Temperature;Energy
CC;90.35;-12.38234765
CC;105.705;-11.59910712
CC;121.06;-10.90369665
CC;136.415;-10.27811412
CC;151.77;-9.707487877
CC;167.125;-9.179006141
CC;182.48;-8.681188888
CC;197.835;-8.203319776
CC;213.19;-7.810205927
CC;228.545;-7.415040388
CC;243.9;-7.047146105
CC;259.255;-6.684677953
CC;274.61;-6.273691727
CC;289.965;-5.773515946
CC;305.32;-4.249502667
CCC;85.47;-17.74681654
CCC;105.7814286;-16.32882409
CCC;126.0928571;-15.10742699
CCC;146.4042857;-14.03957346
CCC;166.7157143;-13.0925203
CCC;187.0271429;-12.23985875
CCC;207.3385714;-11.45921472
CCC;227.65;-10.73074219
CCC;247.9614286;-10.03596074
CCC;268.2728571;-9.474156693
CCC;288.5842857;-8.920443842
CCC;308.8957143;-8.395662489
CCC;329.2071429;-7.835928092
CCC;349.5185714;-7.162824874
CCC;369.83;-5.215815949
CC(C)C;113.54;-19.5469703
CC(C)C;134.5585714;-17.89000784
CC(C)C;155.5771429;-16.49486157
CC(C)C;176.5957143;-15.30083035
CC(C)C;197.6142857;-14.26131005
CC(C)C;218.6328571;-13.33909771
CC(C)C;239.6514286;-12.50344398
CC(C)C;260.67;-11.72802797
CC(C)C;281.6885714;-11.06398479
CC(C)C;302.7071429;-10.419418
CC(C)C;323.7257143;-9.837139638
CC(C)C;344.7442857;-9.274891017
CC(C)C;365.7628571;-8.663593817
CC(C)C;386.7814286;-7.92831206
CC(C)C;407.8;-5.707909834
CCCC;134.86;-18.90286423
CCCC;155.5928571;-17.61509614
CCCC;176.3257143;-16.47065642
CCCC;197.0585714;-15.44238852
CCCC;217.7914286;-14.50753827
CCCC;238.5242857;-13.64633462
CCCC;259.2571429;-12.84099305
CCCC;279.99;-12.07492017
CCCC;300.7228571;-11.42811633
CCCC;321.4557143;-10.78694078
CCCC;342.1885714;-10.19930195
CCCC;362.9214286;-9.624597428
CCCC;383.6542857;-8.996056945
CCCC;404.3871429;-8.245367307
CCCC;425.12;-6.027438865
CC(CC1C)(CCC1)C;207.4;-28.50637794
CC(CC1C)(CCC1)C;224.2291667;-27.33302848
CC(CC1C)(CCC1)C;241.0583333;-26.22500198
CC(CC1C)(CCC1)C;257.8875;-25.17689603
CC(CC1C)(CCC1)C;274.7166667;-24.18386183
CC(CC1C)(CCC1)C;291.5458333;-23.24146563
CC(CC1C)(CCC1)C;308.375;-22.34557456
CC(CC1C)(CCC1)C;325.2041667;-21.49225858
CC(CC1C)(CCC1)C;342.0333333;-20.67770296
CC(CC1C)(CCC1)C;358.8625;-19.89812644
CC(CC1C)(CCC1)C;375.6916667;-19.14970124
CC(CC1C)(CCC1)C;392.5208333;-18.42847117
CC(CC1C)(CCC1)C;409.35;-17.7302636
CC(CC1C)(CCC1)C;426.1791667;-17.15116835
CC(CC1C)(CCC1)C;443.0083333;-16.5353289
CC(CC1C)(CCC1)C;459.8375;-15.9489653
CC(CC1C)(CCC1)C;476.6666667;-15.40428008
CC(CC1C)(CCC1)C;493.4958333;-14.87971373
CC(CC1C)(CCC1)C;510.325;-14.36267691
CC(CC1C)(CCC1)C;527.1541667;-13.84721686
CC(CC1C)(CCC1)C;543.9833333;-13.29473643
CC(CC1C)(CCC1)C;560.8125;-12.68757174
CC(CC1C)(CCC1)C;577.6416667;-12.00432478
CC(CC1C)(CCC1)C;594.4708333;-11.15957054
CC(CC1C)(CCC1)C;611.3;-8.613998657
CCCCC;143.42;-22.67837004
CCCCC;160.5926316;-21.39077395
CCCCC;177.7652632;-20.22459527
CCCCC;194.9378947;-19.16240371
CCCCC;212.1105263;-18.18928018
CCCCC;229.2831579;-17.29217179
CCCCC;246.4557895;-16.45943116
CCCCC;263.6284211;-15.68047135
CCCCC;280.8010526;-14.94549224
CCCCC;297.9736842;-14.24524731
CCCCC;315.1463158;-13.57082394
CCCCC;332.3189474;-13.00987125
CCCCC;349.4915789;-12.42427078
CCCCC;366.6642105;-11.88641125
CCCCC;383.8368421;-11.36979552
CCCCC;401.0094737;-10.86225966
CCCCC;418.1821053;-10.32135411
CCCCC;435.3547368;-9.71418965
CCCCC;452.5273684;-8.990246031
CCCCC;469.7;-6.688714653
CC(C)CC;113.25;-23.67799565
CC(C)CC;131.5210526;-22.18671724
CC(C)CC;149.7921053;-20.85444423
CC(C)CC;168.0631579;-19.65544984
CC(C)CC;186.3342105;-18.568895
CC(C)CC;204.6052632;-17.5773441
CC(C)CC;222.8763158;-16.66580455
CC(C)CC;241.1473684;-15.82106904
CC(C)CC;259.4184211;-15.03123864
CC(C)CC;277.6894737;-14.28535296
CC(C)CC;295.9605263;-13.57307655
CC(C)CC;314.2315789;-12.88439853
CC(C)CC;332.5026316;-12.33140458
CC(C)CC;350.7736842;-11.75225925
CC(C)CC;369.0447368;-11.21516412
CC(C)CC;387.3157895;-10.69095268
CC(C)CC;405.5868421;-10.14707595
CC(C)CC;423.8578947;-9.540731793
CC(C)CC;442.1289474;-8.819788392
CC(C)CC;460.4;-6.626741154
CC(C)(C)C;256.6;-13.34720884
CC(C)(C)C;276.2888889;-12.60672583
CC(C)(C)C;295.9777778;-11.95824263
CC(C)(C)C;315.6666667;-11.3154929
CC(C)(C)C;335.3555556;-10.73068373
CC(C)(C)C;355.0444444;-10.17978292
CC(C)(C)C;374.7333333;-9.63485786
CC(C)(C)C;394.4222222;-9.027685775
CC(C)(C)C;414.1111111;-8.302503253
CC1CC1;96.12;-20.94074325
CC1CC1;114.2452632;-19.81669597
CC1CC1;132.3705263;-18.78444825
CC1CC1;150.4957895;-17.82998276
CC1CC1;168.6210526;-16.94244668
CC1CC1;186.7463158;-16.11304177
CC1CC1;204.8715789;-15.33432167
CC1CC1;222.9968421;-14.5997061
CC1CC1;241.1221053;-13.90311261
CC1CC1;259.2473684;-13.23864775
CC1CC1;277.3726316;-12.60031763
CC1CC1;295.4978947;-11.98172258
CC1CC1;313.6231579;-11.49487159
CC1CC1;331.7484211;-10.984504
CC1CC1;349.8736842;-10.51510777
CC1CC1;367.9989474;-10.05828578
CC1CC1;386.1242105;-9.580116076
CC1CC1;404.2494737;-9.042030915
CC1CC1;422.3747368;-8.388638255
CC1CC1;440.5;-6.333810763
CCCCCC;177.83;-24.36342701
CCCCCC;195.1863158;-22.97707127
CCCCCC;212.5426316;-21.72413819
CCCCCC;229.8989474;-20.58653549
CCCCCC;247.2552632;-19.54828362
CCCCCC;264.6115789;-18.59503784
CCCCCC;281.9678947;-17.7137261
CCCCCC;299.3242105;-16.89226303
CCCCCC;316.6805263;-16.11931137
CCCCCC;334.0368421;-15.38406849
CCCCCC;351.3931579;-14.67605591
CCCCCC;368.7494737;-14.10964544
CCCCCC;386.1057895;-13.50249819
CCCCCC;403.4621053;-12.93805888
CCCCCC;420.8184211;-12.38955857
CCCCCC;438.1747368;-11.84135688
CCCCCC;455.5310526;-11.2516463
CCCCCC;472.8873684;-10.58459935
CCCCCC;490.2436842;-9.787186594
CC(C)CCC;119.55;-26.65404955
CC(C)CCC;139.4526316;-25.09929397
CC(C)CCC;159.3552632;-23.67092957
CC(C)CCC;179.2578947;-22.35154251
CC(C)CCC;199.1605263;-21.12731168
CC(C)CCC;219.0631579;-19.98681998
CC(C)CCC;238.9657895;-18.92026666
CC(C)CCC;258.8684211;-17.91890237
CC(C)CCC;278.7710526;-16.97458849
CC(C)CCC;298.6736842;-16.07942025
CC(C)CCC;318.5763158;-15.2253699
CC(C)CCC;338.4789474;-14.4039099
CC(C)CCC;358.3815789;-13.72139945
CC(C)CCC;378.2842105;-13.02526137
CC(C)CCC;398.1868421;-12.38779302
CC(C)CCC;418.0894737;-11.77402633
CC(C)CCC;437.9921053;-11.14805111
CC(C)CCC;457.8947368;-10.45000613
CC(C)CCC;477.7973684;-9.614256625
CCC(C)CC;110.25;-28.10320494
CCC(C)CC;131.0052632;-26.33054445
CCC(C)CC;151.7605263;-24.71979495
CCC(C)CC;172.5157895;-23.24704113
CCC(C)CC;193.2710526;-21.89384284
CCC(C)CC;214.0263158;-20.64533345
CCC(C)CC;234.7815789;-19.48901993
CCC(C)CC;255.5368421;-18.41395864
CCC(C)CC;276.2921053;-17.41013831
CCC(C)CC;297.0473684;-16.46797294
CCC(C)CC;317.8026316;-15.57784052
CCC(C)CC;338.5578947;-14.72961529
CCC(C)CC;359.3131579;-14.01736799
CCC(C)CC;380.0684211;-13.30185984
CCC(C)CC;400.8236842;-12.65200088
CCC(C)CC;421.5789474;-12.02994364
CCC(C)CC;442.3342105;-11.40032751
CCC(C)CC;463.0894737;-10.68920947
CCC(C)CC;483.8447368;-9.829697122
CC(C)(C)CC;174.28;-21.65060905
CC(C)(C)CC;190.8442105;-20.4987796
CC(C)(C)CC;207.4084211;-19.45418895
CC(C)(C)CC;223.9726316;-18.50209166
CC(C)(C)CC;240.5368421;-17.6293959
CC(C)(C)CC;257.1010526;-16.82429177
CC(C)(C)CC;273.6652632;-16.07596652
CC(C)(C)CC;290.2294737;-15.3743766
CC(C)(C)CC;306.7936842;-14.71005441
CC(C)(C)CC;323.3578947;-14.07393162
CC(C)(C)CC;339.9221053;-13.54347296
CC(C)(C)CC;356.4863158;-12.99022966
CC(C)(C)CC;373.0505263;-12.47241783
CC(C)(C)CC;389.6147368;-11.98471229
CC(C)(C)CC;406.1789474;-11.50574872
CC(C)(C)CC;422.7431579;-11.02347921
CC(C)(C)CC;439.3073684;-10.4928932
CC(C)(C)CC;455.8715789;-9.891267669
CC(C)(C)CC;472.4357895;-9.169156087
CC(C)C(C)C;145.19;-24.61300013
CC(C)C(C)C;163.8642105;-23.17228824
CC(C)C(C)C;182.5384211;-21.87066629
CC(C)C(C)C;201.2126316;-20.68776814
CC(C)C(C)C;219.8868421;-19.60638419
CC(C)C(C)C;238.5610526;-18.61161816
CC(C)C(C)C;257.2352632;-17.69029862
CC(C)C(C)C;275.9094737;-16.83054795
CC(C)C(C)C;294.5836842;-16.02144837
CC(C)C(C)C;313.2578947;-15.25276426
CC(C)C(C)C;331.9321053;-14.51468793
CC(C)C(C)C;350.6063158;-13.89053926
CC(C)C(C)C;369.2805263;-13.24947292
CC(C)C(C)C;387.9547368;-12.65908928
CC(C)C(C)C;406.6289474;-12.09866091
CC(C)C(C)C;425.3031579;-11.55175307
CC(C)C(C)C;443.9773684;-10.97237381
CC(C)C(C)C;462.6515789;-10.32318137
CC(C)C(C)C;481.3257895;-9.551575565
CC(C)C(C)C;500;-7.087405
C1(CCC(CC1)C(C)C)C;185.55;-34.96708178
C1(CCC(CC1)C(C)C)C;204.43125;-33.20845834
C1(CCC(CC1)C(C)C)C;223.3125;-31.58713711
C1(CCC(CC1)C(C)C)C;242.19375;-30.08843349
C1(CCC(CC1)C(C)C)C;261.075;-28.69949212
C1(CCC(CC1)C(C)C)C;279.95625;-27.40884451
C1(CCC(CC1)C(C)C)C;298.8375;-26.20608355
C1(CCC(CC1)C(C)C)C;317.71875;-25.08161664
C1(CCC(CC1)C(C)C)C;336.6;-24.02647302
C1(CCC(CC1)C(C)C)C;355.48125;-23.03214826
C1(CCC(CC1)C(C)C)C;374.3625;-22.09047374
C1(CCC(CC1)C(C)C)C;393.24375;-21.19350172
C1(CCC(CC1)C(C)C)C;412.125;-20.33339752
C1(CCC(CC1)C(C)C)C;431.00625;-19.50233031
C1(CCC(CC1)C(C)C)C;449.8875;-18.69235188
C1(CCC(CC1)C(C)C)C;468.76875;-18.05153128
C1(CCC(CC1)C(C)C)C;487.65;-17.33974687
C1(CCC(CC1)C(C)C)C;506.53125;-16.6736252
C1(CCC(CC1)C(C)C)C;525.4125;-16.02636816
C1(CCC(CC1)C(C)C)C;544.29375;-15.38125907
C1(CCC(CC1)C(C)C)C;563.175;-14.71669284
C1(CCC(CC1)C(C)C)C;582.05625;-13.99356338
C1(CCC(CC1)C(C)C)C;600.9375;-13.17948507
C1(CCC(CC1)C(C)C)C;619.81875;-12.20156279
CCCCCCC;182.57;-27.28244742
CCCCCCC;201.3926316;-25.7683632
CCCCCCC;220.2152632;-24.38100552
CCCCCCC;239.0378947;-23.1038241
CCCCCCC;257.8605263;-21.9223509
CCCCCCC;276.6831579;-20.8237076
CCCCCCC;295.5057895;-19.79623667
CCCCCCC;314.3284211;-18.82921206
CCCCCCC;333.1510526;-17.91259861
CCCCCCC;351.9736842;-17.03683613
CCCCCCC;370.7963158;-16.19262459
CCCCCCC;389.6189474;-15.48511213
CCCCCCC;408.4415789;-14.74914618
CCCCCCC;427.2642105;-14.07200974
CCCCCCC;446.0868421;-13.42601377
CCCCCCC;464.9094737;-12.79472936
CCCCCCC;483.7321053;-12.13281841
CCCCCCC;502.5547368;-11.40487584
CCCCCCC;521.3773684;-10.54478807
CCCCCCC;540.2;-7.919377677
CC(C)CCCC;154.9;-27.78291096
CC(C)CCCC;174.6631579;-26.24171637
CC(C)CCCC;194.4263158;-24.81289315
CC(C)CCCC;214.1894737;-23.48349961
CC(C)CCCC;233.9526316;-22.24266892
CC(C)CCCC;253.7157895;-21.08097552
CC(C)CCCC;273.4789474;-19.98996879
CC(C)CCCC;293.2421053;-18.96180468
CC(C)CCCC;313.0052632;-17.9889317
CC(C)CCCC;332.7684211;-17.06379953
CC(C)CCCC;352.5315789;-16.17856274
CC(C)CCCC;372.2947368;-15.32474885
CC(C)CCCC;392.0578947;-14.64356954
CC(C)CCCC;411.8210526;-13.93204369
CC(C)CCCC;431.5842105;-13.27378213
CC(C)CCCC;451.3473684;-12.63435023
CC(C)CCCC;471.1105263;-11.9731621
CC(C)CCCC;490.8736842;-11.24275584
CC(C)CCCC;510.6368421;-10.36814796
CCC(C)CCC;153.75;-27.94220389
CCC(C)CCC;173.8263158;-26.40303515
CCC(C)CCC;193.9026316;-24.97527667
CCC(C)CCC;213.9789474;-23.64596482
CCC(C)CCC;234.0552632;-22.40427844
CCC(C)CCC;254.1315789;-21.24088654
CCC(C)CCC;274.2078947;-20.14747375
CCC(C)CCC;294.2842105;-19.11637002
CCC(C)CCC;314.3605263;-18.14023841
CCC(C)CCC;334.4368421;-17.21178861
CCC(C)CCC;354.5131579;-16.32348805
CCC(C)CCC;374.5894737;-15.46723987
CCC(C)CCC;394.6657895;-14.78697112
CCC(C)CCC;414.7421053;-14.07666325
CCC(C)CCC;434.8184211;-13.4232111
CCC(C)CCC;454.8947368;-12.79287832
CCC(C)CCC;474.9710526;-12.14435753
CCC(C)CCC;495.0473684;-11.43606177
CCC(C)CCC;515.1236842;-10.58740446
CCC(C)CCC;535.2;-7.918212729
CCC(CC)CC;154.55;-28.94658327
CCC(CC)CC;174.8684211;-27.10938512
CCC(CC)CC;195.1868421;-25.45798172
CCC(CC)CC;215.5052632;-23.96522195
CCC(CC)CC;235.8236842;-22.60828137
CCC(CC)CC;256.1421053;-21.3674982
CCC(CC)CC;276.4605263;-20.22556878
CCC(CC)CC;296.7789474;-19.16696461
CCC(CC)CC;317.0973684;-18.17748726
CCC(CC)CC;337.4157895;-17.24390566
CCC(CC)CC;357.7342105;-16.35363305
CCC(CC)CC;378.0526316;-15.49440263
CCC(CC)CC;398.3710526;-14.80597743
CCC(CC)CC;418.6894737;-14.08342898
CCC(CC)CC;439.0078947;-13.40996819
CCC(CC)CC;459.3263158;-12.751263
CCC(CC)CC;479.6447368;-12.06771295
CCC(CC)CC;499.9631579;-11.31179775
CCC(CC)CC;520.2815789;-10.41786893
CC(C)(C)CCC;149.34;-27.12476248
CC(C)(C)CCC;168.8747368;-25.43055673
CC(C)(C)CCC;188.4094737;-23.90835829
CC(C)(C)CCC;207.9442105;-22.53297678
CC(C)(C)CCC;227.4789474;-21.28320923
CC(C)(C)CCC;247.0136842;-20.14077072
CC(C)(C)CCC;266.5484211;-19.08955427
CC(C)(C)CCC;286.0831579;-18.11509371
CC(C)(C)CCC;305.6178947;-17.20415318
CC(C)(C)CCC;325.1526316;-16.34439211
CC(C)(C)CCC;344.6873684;-15.52406639
CC(C)(C)CCC;364.2221053;-14.82131828
CC(C)(C)CCC;383.7568421;-14.1091804
CC(C)(C)CCC;403.2915789;-13.44939716
CC(C)(C)CCC;422.8263158;-12.83268315
CC(C)(C)CCC;442.3610526;-12.22965417
CC(C)(C)CCC;461.8957895;-11.59979473
CC(C)(C)CCC;481.4305263;-10.90300919
CC(C)(C)CCC;500.9652632;-10.07694947
CC(C)(C)CCC;520.5;-7.589155684
CC(C)C(C)CC;160;-27.31834006
CC(C)C(C)CC;179.8578947;-25.73203497
CC(C)C(C)CC;199.7157895;-24.29009328
CC(C)C(C)CC;219.5736842;-22.97220112
CC(C)C(C)CC;239.4315789;-21.76112234
CC(C)C(C)CC;259.2894737;-20.64189355
CC(C)C(C)CC;279.1473684;-19.60125629
CC(C)C(C)CC;299.0052632;-18.6272368
CC(C)C(C)CC;318.8631579;-17.70881746
CC(C)C(C)CC;338.7210526;-16.83566084
CC(C)C(C)CC;358.5789474;-15.99785474
CC(C)C(C)CC;378.4368421;-15.2859441
CC(C)C(C)CC;398.2947368;-14.55735961
CC(C)C(C)CC;418.1526316;-13.88543101
CC(C)C(C)CC;438.0105263;-13.25732847
CC(C)C(C)CC;457.8684211;-12.6481093
CC(C)C(C)CC;477.7263158;-12.01375743
CC(C)C(C)CC;497.5842105;-11.32317688
CC(C)C(C)CC;517.4421053;-10.50475264
CC(C)C(C)CC;537.3;-7.957372139
CC(C)CC(C)C;153.91;-27.01684042
CC(C)CC(C)C;173.1673684;-25.37061093
CC(C)CC(C)C;192.4247368;-23.88362495
CC(C)CC(C)C;211.6821053;-22.53325983
CC(C)CC(C)C;230.9394737;-21.30034262
CC(C)CC(C)C;250.1968421;-20.16824728
CC(C)CC(C)C;269.4542105;-19.12226068
CC(C)CC(C)C;288.7115789;-18.14911589
CC(C)CC(C)C;307.9689474;-17.23663008
CC(C)CC(C)C;327.2263158;-16.37340396
CC(C)CC(C)C;346.4836842;-15.54854808
CC(C)CC(C)C;365.7410526;-14.84348201
CC(C)CC(C)C;384.9984211;-14.1278928
CC(C)CC(C)C;404.2557895;-13.46669126
CC(C)CC(C)C;423.5131579;-12.84879465
CC(C)CC(C)C;442.7705263;-12.24738037
CC(C)CC(C)C;462.0278947;-11.61993482
CC(C)CC(C)C;481.2852632;-10.92922367
CC(C)CC(C)C;500.5426316;-10.11119283
CC(C)CC(C)C;519.8;-7.531375301
CCC(C)(C)CC;138.7;-28.17880674
CCC(C)(C)CC;159.6315789;-26.42739736
CCC(C)(C)CC;180.5631579;-24.85172478
CCC(C)(C)CC;201.4947368;-23.42444316
CCC(C)(C)CC;222.4263158;-22.12313296
CCC(C)(C)CC;243.3578947;-20.92885892
CCC(C)(C)CC;264.2894737;-19.82521542
CCC(C)(C)CC;285.2210526;-18.7976593
CCC(C)(C)CC;306.1526316;-17.83301665
CCC(C)(C)CC;327.0842105;-16.91909228
CCC(C)(C)CC;348.0157895;-16.04433107
CCC(C)(C)CC;368.9473684;-15.19748561
CCC(C)(C)CC;389.8789474;-14.50632586
CCC(C)(C)CC;410.8105263;-13.78726284
CCC(C)(C)CC;431.7421053;-13.11882143
CCC(C)(C)CC;452.6736842;-12.46804997
CCC(C)(C)CC;473.6052632;-11.79825547
CCC(C)(C)CC;494.5368421;-11.05170626
CCC(C)(C)CC;515.4684211;-10.17443983
CCC(C)(C)CC;536.4;-7.710342729
CC(C)(C)C(C)C;248.57;-20.05599997
CC(C)(C)C(C)C;268.7507143;-19.03176351
CC(C)(C)C(C)C;288.9314286;-18.08016086
CC(C)(C)C(C)C;309.1121429;-17.18844739
CC(C)(C)C(C)C;329.2928571;-16.34475212
CC(C)(C)C(C)C;349.4735714;-15.53777634
CC(C)(C)C(C)C;369.6542857;-14.85026139
CC(C)(C)C(C)C;389.835;-14.14991219
CC(C)(C)C(C)C;410.0157143;-13.50293726
CC(C)(C)C(C)C;430.1964286;-12.89614982
CC(C)(C)C(C)C;450.3771429;-12.30407441
CC(C)(C)C(C)C;470.5578571;-11.68097962
CC(C)(C)C(C)C;490.7385714;-10.99059717
CC(C)(C)C(C)C;510.9192857;-10.1697474
CC(C)(C)C(C)C;531.1;-7.632641617
CCCCCCC1CCCCC1;225.64;-40.07520687
CCCCCCC1CCCCC1;244.8466667;-38.09904347
CCCCCCC1CCCCC1;264.0533333;-36.26113108
CCCCCCC1CCCCC1;283.26;-34.54821861
CCCCCCC1CCCCC1;302.4666667;-32.94842093
CCCCCCC1CCCCC1;321.6733333;-31.45092025
CCCCCCC1CCCCC1;340.88;-30.04573606
CCCCCCC1CCCCC1;360.0866667;-28.72354318
CCCCCCC1CCCCC1;379.2933333;-27.47552398
CCCCCCC1CCCCC1;398.5;-26.29324425
CCCCCCC1CCCCC1;417.7066667;-25.16854488
CCCCCCC1CCCCC1;436.9133333;-24.09344233
CCCCCCC1CCCCC1;456.12;-23.06003125
CCCCCCC1CCCCC1;475.3266667;-22.06038155
CCCCCCC1CCCCC1;494.5333333;-21.08641979
CCCCCCC1CCCCC1;513.74;-20.29694288
CCCCCCC1CCCCC1;532.9466667;-19.4320975
CCCCCCC1CCCCC1;552.1533333;-18.62157243
CCCCCCC1CCCCC1;571.36;-17.84097381
CCCCCCC1CCCCC1;590.5666667;-17.06975894
CCCCCCC1CCCCC1;609.7733333;-16.28418835
CCCCCCC1CCCCC1;628.98;-15.44440163
CCCCCCC1CCCCC1;648.1866667;-14.52111147
CCCCCCC1CCCCC1;667.3933333;-13.43168323
CCCCCCCC;216.38;-27.99161831
CCCCCCCC;234.9231579;-26.53638439
CCCCCCCC;253.4663158;-25.1912804
CCCCCCCC;272.0094737;-23.9427938
CCCCCCCC;290.5526316;-22.77879825
CCCCCCCC;309.0957895;-21.68825346
CCCCCCCC;327.6389474;-20.66096662
CCCCCCCC;346.1821053;-19.68739326
CCCCCCCC;364.7252632;-18.75846012
CCCCCCCC;383.2684211;-17.86539414
CCCCCCCC;401.8115789;-16.99953896
CCCCCCCC;420.3547368;-16.29672933
CCCCCCCC;438.8978947;-15.54636425
CCCCCCCC;457.4410526;-14.84988903
CCCCCCCC;475.9842105;-14.18034102
CCCCCCCC;494.5273684;-13.51710234
CCCCCCCC;513.0705263;-12.82136296
CCCCCCCC;531.6136842;-12.05412896
CCCCCCCC;550.1568421;-11.14908003
CCCCCCCC;568.7;-8.435805974
CC(C)CCCCC;164.16;-31.27129356
CC(C)CCCCC;184.9778947;-29.31836833
CC(C)CCCCC;205.7957895;-27.55023214
CC(C)CCCCC;226.6136842;-25.94092945
CC(C)CCCCC;247.4315789;-24.46854417
CC(C)CCCCC;268.2494737;-23.11413473
CC(C)CCCCC;289.0673684;-21.86098943
CC(C)CCCCC;309.8852632;-20.69408066
CC(C)CCCCC;330.7031579;-19.59964337
CC(C)CCCCC;351.5210526;-18.56482685
CC(C)CCCCC;372.3389474;-17.57737962
CC(C)CCCCC;393.1568421;-16.62532718
CC(C)CCCCC;413.9747368;-15.8427966
CC(C)CCCCC;434.7926316;-15.03218643
CC(C)CCCCC;455.6105263;-14.2824278
CC(C)CCCCC;476.4284211;-13.55812208
CC(C)CCCCC;497.2463158;-12.81897721
CC(C)CCCCC;518.0642105;-12.01283526
CC(C)CCCCC;538.8821053;-11.06158703
CC(C)CCCCC;559.7;-8.1477275
CCC(C)CCCC;152.6;-32.80779766
CCC(C)CCCC;169.725;-31.03654692
CCC(C)CCCC;186.85;-29.41531098
CCC(C)CCCC;203.975;-27.92595619
CCC(C)CCCC;221.1;-26.55301116
CCC(C)CCCC;238.225;-25.28303356
CCC(C)CCCC;255.35;-24.10415739
CCC(C)CCCC;272.475;-23.00575878
CCC(C)CCCC;289.6;-21.97820216
CCC(C)CCCC;306.725;-21.01264117
CCC(C)CCCC;323.85;-20.10085737
CCC(C)CCCC;340.975;-19.23512376
CCC(C)CCCC;358.1;-18.40808296
CCC(C)CCCC;375.225;-17.61263062
CCC(C)CCCC;392.35;-16.84179345
CCC(C)CCCC;409.475;-16.21484375
CCC(C)CCCC;426.6;-15.53921296
CCC(C)CCCC;443.725;-14.91107799
CCC(C)CCCC;460.85;-14.31533139
CCC(C)CCCC;477.975;-13.73389083
CCC(C)CCCC;495.1;-13.14627572
CCC(C)CCCC;512.225;-12.52118265
CCC(C)CCCC;529.35;-11.83643403
CCC(C)CCCC;546.475;-11.02407084
CCC(C)CCCC;563.6;-8.424201724
CCCC(C)CCC;152.2;-32.8942444
CCCC(C)CCC;169.2625;-31.09445228
CCCC(C)CCC;186.325;-29.44875862
CCCC(C)CCC;203.3875;-27.93854434
CCCC(C)CCC;220.45;-26.54792104
CCCC(C)CCC;237.5125;-25.26308215
CCCC(C)CCC;254.575;-24.07183869
CCCC(C)CCC;271.6375;-22.96327668
CCCC(C)CCC;288.7;-21.92749673
CCCC(C)CCC;305.7625;-20.95540995
CCCC(C)CCC;322.825;-20.03857241
CCCC(C)CCC;339.8875;-19.16904524
CCCC(C)CCC;356.95;-18.33926965
CCCC(C)CCC;374.0125;-17.54194739
CCCC(C)CCC;391.075;-16.7699157
CCCC(C)CCC;408.1375;-16.14032064
CCCC(C)CCC;425.2;-15.4642548
CCCC(C)CCC;442.2625;-14.83596603
CCCC(C)CCC;459.325;-14.23952707
CCCC(C)CCC;476.3875;-13.65573417
CCCC(C)CCC;493.45;-13.06638195
CCCC(C)CCC;510.5125;-12.43671687
CCCC(C)CCC;527.575;-11.74237495
CCCC(C)CCC;544.6375;-10.91642441
CCCC(C)CCC;561.7;-8.224630539
CCC(CC)CCC;173.6;-30.64331766
CCC(CC)CCC;194.2263158;-28.73558746
CCC(CC)CCC;214.8526316;-27.01231736
CCC(CC)CCC;235.4789474;-25.44801996
CCC(CC)CCC;256.1052632;-24.02092306
CCC(CC)CCC;276.7315789;-22.7120306
CCC(CC)CCC;297.3578947;-21.50445357
CCC(CC)CCC;317.9842105;-20.38291182
CCC(CC)CCC;338.6105263;-19.33334385
CCC(CC)CCC;359.2368421;-18.34258072
CCC(CC)CCC;379.8631579;-17.39804815
CCC(CC)CCC;400.4894737;-16.48745966
CCC(CC)CCC;421.1157895;-15.76569304
CCC(CC)CCC;441.7421053;-15.00354036
CCC(CC)CCC;462.3684211;-14.29522117
CCC(CC)CCC;482.9947368;-13.60653703
CCC(CC)CCC;503.6210526;-12.89570375
CCC(CC)CCC;524.2473684;-12.12365121
CCC(CC)CCC;544.8736842;-11.20800209
CCC(CC)CCC;565.5;-8.395311543
CC(C)(C)CCCC;151.97;-30.87905587
CC(C)(C)CCCC;172.9084211;-28.83092909
CC(C)(C)CCCC;193.8468421;-26.99555168
CC(C)(C)CCCC;214.7852632;-25.34155105
CC(C)(C)CCCC;235.7236842;-23.84280184
CC(C)(C)CCCC;256.6621053;-22.47697852
CC(C)(C)CCCC;277.6005263;-21.22457097
CC(C)(C)CCCC;298.5389474;-20.06818198
CC(C)(C)CCCC;319.4773684;-18.9919996
CC(C)(C)CCCC;340.4157895;-17.98137522
CC(C)(C)CCCC;361.3542105;-17.02245636
CC(C)(C)CCCC;382.2926316;-16.10182758
CC(C)(C)CCCC;403.2310526;-15.34650615
CC(C)(C)CCCC;424.1694737;-14.56675631
CC(C)(C)CCCC;445.1078947;-13.8463632
CC(C)(C)CCCC;466.0463158;-13.14904548
CC(C)(C)CCCC;486.9847368;-12.4351815
CC(C)(C)CCCC;507.9231579;-11.65015559
CC(C)(C)CCCC;528.8615789;-10.72115265
CC(C)(C)CCCC;549.8;-7.925993298
CC(C)C(C)CCC;162.67;-31.01448859
CC(C)C(C)CCC;179.37125;-29.42229865
CC(C)C(C)CCC;196.0725;-27.95941561
CC(C)C(C)CCC;212.77375;-26.61074493
CC(C)C(C)CCC;229.475;-25.36322134
CC(C)C(C)CCC;246.17625;-24.20535257
CC(C)C(C)CCC;262.8775;-23.12688496
CC(C)C(C)CCC;279.57875;-22.11855102
